"","ID","tau","lrc","reset","sal","mem","zeta","dlrc","lp","sumll"
"ID553","5f0dc15ace21a50008f6c7a7","2.20071021028099","0.29","1e-10","1e-06","0.999999","1e-06","1e-10","-55.4037273660847","-38.5532904136859"
"ID554","5f0e293207ba641591b3a0d6","4.69117278543542","0.15","1e-10","0.214286","0.999999","1e-06","1e-10","-54.050043387409","-38.8675467193139"
"ID555","5f0ea9746afc8c073073cc94","1.03239118471","0.01","1e-10","0.085715","0.999999","1e-06","1e-10","-67.9115710869973","-53.1899162386707"
"ID556","5f10282c5c490e276c9a75e7","4.69117278543542","0.01","1e-10","0.042858","0.999999","1e-06","1e-10","-81.6624477986919","-65.0016138345885"
"ID557","5f103e2a914f5e000826e6f1","4.69117278543542","0.15","1e-10","0.042858","0.999999","1e-06","1e-10","-67.8722185366266","-52.3367067826079"
"ID558","5f104232adba66000a8eddfb","4.69117278543542","0.29","1e-10","0.042858","0.999999","1e-06","1e-10","-48.1088492931646","-32.6330032844145"
"ID559","5f10620fbc10dd02e56ce013","4.69117278543542","0.15","1e-10","0.214286","0.999999","1e-06","1e-10","-53.4995934373033","-38.3170967692083"
"ID560","5f107507408f603232383b27","2.20071021028099","0.29","1e-10","0.042858","0.999999","1e-06","1e-10","-50.9049057090947","-36.7099300282465"
"ID561","5f10d3f1be1cf9403317378c","4.69117278543542","0.01","1e-10","0.042858","0.999999","1e-06","1e-10","-83.2158180570349","-66.5549840929315"
"ID562","5f12e48a0e816727e429bc3d","2.20071021028099","0.01","1e-10","0.085715","0.999999","1e-06","1e-10","-79.3116970661385","-64.0935649530119"
"ID563","5f155e9d426b2a6028c0a80d","4.69117278543542","0.15","1e-10","0.042858","0.999999","1e-06","1e-10","-72.4521384811836","-56.916626727165"
"ID564","5f1594305688f5654fe92691","2.20071021028099","0.01","1e-10","0.128572","0.999999","1e-06","1e-10","-79.8530546818134","-64.7242856000794"
"ID565","5f15c46a19912324313effa0","4.69117278543542","0.43","1e-10","0.3","0.999999","1e-06","1e-10","-51.2561524770693","-36.0560703782371"
"ID566","5f16a5057185b3397ea67287","4.69117278543542","0.15","1e-10","0.257143","0.999999","1e-06","1e-10","-66.5534538754594","-51.402515078288"
"ID567","5f180933704e8402d4d9cc26","4.69117278543542","0.15","1e-10","0.042858","0.999999","1e-06","1e-10","-69.640700727591","-54.1051889735723"
"ID568","5f181092bc89f00dc2e577a2","4.69117278543542","0.15","1e-10","0.042858","0.999999","1e-06","1e-10","-66.1740283805111","-50.6385166264924"
"ID569","5f18362e7f876d064235cd4d","2.20071021028099","0.01","1e-10","0.042858","0.999999","1e-06","1e-10","-81.1128422283057","-65.7328785921041"
"ID570","5f188417c5b3a405f3ccaf42","4.69117278543542","0.15","1e-10","0.042858","0.999999","1e-06","1e-10","-70.8925382715702","-55.3570265175515"
"ID571","5f197913958d110428c74dc3","4.69117278543542","0.15","1e-10","0.3","0.999999","1e-06","1e-10","-57.1293039695206","-42.0020468963764"
"ID572","5f1992235bab3d018fea7199","4.69117278543542","0.43","1e-10","0.3","0.999999","1e-06","1e-10","-66.9550657461731","-51.7549836473409"
"ID573","5f1cbc000b408b58e8d2799d","4.69117278543542","0.29","1e-10","0.3","0.999999","1e-06","1e-10","-44.6229074816801","-29.5553161538045"
"ID574","5f1dbd03e2aa49719e42be44","2.20071021028099","0.15","1e-10","0.085715","0.999999","1e-06","1e-10","-47.0342936113527","-32.9414837083107"
"ID575","5f1e8c0cff2a66849b622c3f","10","0.29","1e-10","0.257143","0.999999","1e-06","1e-10","-77.3075680090477","-58.4593846047478"
"ID576","5f1ec05b39c51401c9816f75","2.20071021028099","0.15","1e-10","0.214286","0.999999","1e-06","1e-10","-43.1930600664864","-29.2914337262931"
"ID577","5f1ecb5f19d0160009650698","1.03239118471","0.43","1e-10","1e-06","0.999999","1e-06","1e-10","-39.0995486686981","-22.6130982101428"
"ID578","5f2022e9b0c712068b39881d","2.20071021028099","0.43","1e-10","1e-06","0.999999","1e-06","1e-10","-50.7777748044409","-33.7948470810855"
"ID579","5f219544dd502e57a6fbc1ea","1.03239118471","0.15","1e-10","1e-06","0.999999","1e-06","1e-10","-47.0843241931567","-30.6706987602893"
"ID580","5f22d64ea30b70011ef0c798","1.03239118471","0.01","1e-10","0.3","0.999999","1e-06","1e-10","-55.6892874241426","-41.2140557336156"
"ID581","5f230a01e84721061b991468","4.69117278543542","0.29","1e-10","0.171429","0.999999","1e-06","1e-10","-64.4799204291235","-49.3145813280618"
"ID582","5f23f14e2ecae8011ec4021f","4.69117278543542","0.15","1e-10","0.042858","0.999999","1e-06","1e-10","-74.5095765221729","-58.9740647681542"
"ID583","5f241d0b45dc8a000bf6598e","4.69117278543542","0.15","1e-10","0.042858","0.999999","1e-06","1e-10","-70.083396653612","-54.5478848995933"
"ID584","5f2458749912ad00087e5677","2.20071021028099","0.15","1e-10","0.042858","0.999999","1e-06","1e-10","-47.9972648221814","-33.7426233960646"
"ID585","5f248b5e85d14607869bf0b1","4.69117278543542","0.15","1e-10","0.042858","0.999999","1e-06","1e-10","-59.4140417283618","-43.8785299743431"
"ID586","5f259a37b31f0a24d246592c","2.20071021028099","0.01","1e-10","0.042858","0.999999","1e-06","1e-10","-81.640071950442","-66.2601083142405"
"ID587","5f26f8c4865df449da96eb01","10","0.29","1e-10","0.214286","0.999999","1e-06","1e-10","-73.7764675459469","-54.8967262707233"
"ID588","5f27f1cb93d6b104aba364b7","4.69117278543542","0.15","1e-10","0.042858","0.999999","1e-06","1e-10","-64.143694507165","-48.6081827531463"
"ID589","5f2855353350fe14fdf0e5ed","2.20071021028099","0.01","1e-10","0.042858","0.999999","1e-06","1e-10","-81.4863009315712","-66.1063372953697"
"ID590","5f2923126e0e8f000bf30b5e","4.69117278543542","0.29","1e-10","0.257143","0.999999","1e-06","1e-10","-45.1016572176076","-30.0103841657048"
"ID591","5f29771a02125b079dfbd06f","1.03239118471","0.01","1e-10","0.128572","0.999999","1e-06","1e-10","-60.0772238005388","-45.4449319836049"
"ID592","5f2ada2a200d1e3e9055a672","1.03239118471","0.01","1e-10","0.085715","0.999999","1e-06","1e-10","-62.3644633765836","-47.6428085282571"
"ID593","5f2aeb4488d9b2432bb9e1c0","4.69117278543542","0.15","1e-10","0.214286","0.999999","1e-06","1e-10","-49.1740260755185","-33.9915294074235"
"ID594","5f2afb53c46fc647c2340fd1","1.03239118471","0.01","1e-10","0.3","0.999999","1e-06","1e-10","-62.6643820285617","-48.1891503380347"
"ID595","5f2b24337bf4715276306315","4.69117278543542","0.15","1e-10","0.042858","0.999999","1e-06","1e-10","-68.2913549719207","-52.755843217902"
"ID596","5f2b24c4224df7527baee383","4.69117278543542","0.15","1e-10","0.085715","0.999999","1e-06","1e-10","-67.8607113244222","-52.4870310934784"
"ID597","5f2bc8528a626e67a97c0aa1","4.69117278543542","0.01","1e-10","1e-06","0.999999","1e-06","1e-10","-86.377082613684","-67.06078737803"
"ID598","5f2bca23a5b07c67ada7968a","4.69117278543542","0.15","1e-10","0.085715","0.999999","1e-06","1e-10","-70.0717370369314","-54.6980568059877"
"ID599","5f2be26ccab8eb00086d40b5","0.484312542963499","0.01","1e-10","0.042858","0.999999","1e-06","1e-10","-61.3667657522899","-46.6639622505609"
"ID600","5f2be5fbd7e754013893eb59","4.69117278543542","0.15","1e-10","0.257143","0.999999","1e-06","1e-10","-57.3754708243775","-42.224532027206"
"ID601","5f2bee3fa37b0b0132970ddc","2.20071021028099","0.29","1e-10","1e-06","0.999999","1e-06","1e-10","-47.1828922520644","-30.3324552996656"
"ID602","5f2bffa8d4f0d601244ab240","1.03239118471","0.01","1e-10","0.3","0.999999","1e-06","1e-10","-54.2636738931038","-39.7884422025768"
"ID603","5f2c05948726de01f9bf6a7c","2.20071021028099","0.01","1e-10","0.3","0.999999","1e-06","1e-10","-69.2971693536623","-54.3254603983352"
"ID604","5f2c07c53622f2034a40db50","0.106583155826692","0.01","1e-10","0.171429","0.999999","1e-06","1e-10","-21.2069116305074","-6.83576668253357"
"ID605","5f2c10bad876b704a0759fd6","4.69117278543542","0.15","1e-10","0.3","0.999999","1e-06","1e-10","-56.7161712915026","-41.5889142183584"
"ID606","5f2d10d8f5f28c000afb87d3","4.69117278543542","0.15","1e-10","0.085715","0.999999","1e-06","1e-10","-56.5870277873438","-41.2133475564001"
"ID607","5f2d9e2afb4a950991d2a14b","2.20071021028099","0.01","1e-10","0.042858","0.999999","1e-06","1e-10","-81.4776825789989","-66.0977189427974"
"ID608","5f2dc640c29b7f0fed3683e3","2.20071021028099","0.29","1e-10","0.042858","0.999999","1e-06","1e-10","-35.7893676714888","-21.5943919906406"
"ID609","5f2e9b642839112147fe5f2f","2.20071021028099","0.01","1e-10","0.3","0.999999","1e-06","1e-10","-63.0066709137086","-48.0349619583815"
"ID610","5f2f142ffcfbc32f12925bec","2.20071021028099","0.01","1e-10","0.085715","0.999999","1e-06","1e-10","-79.6466728129173","-64.4285406997907"
"ID611","5f2ffd95ce0c0c061b06a0f5","4.69117278543542","0.29","1e-10","0.042858","0.999999","1e-06","1e-10","-49.1385517598733","-33.6627057511232"
"ID612","5f312ec0687725067ffd15e9","0.106583155826692","0.01","1e-10","1e-06","0.999999","1e-06","1e-10","-60.6665373518259","-43.3294242246131"
"ID613","5f31a239e7ed2f09f2b4a4ef","1.03239118471","0.15","1e-10","0.085715","0.999999","1e-06","1e-10","-30.9746521192781","-17.3783194810363"
"ID614","5f31b2bf1b0c420c2954969c","2.20071021028099","0.15","1e-10","0.171429","0.999999","1e-06","1e-10","-40.583149188903","-26.6390146704745"
"ID615","5f324e1c83c53019f9fa5da0","0.227199382119539","0.01","1e-10","1e-06","0.999999","1e-06","1e-10","-67.2249472833091","-49.9087902020458"
"ID616","5f32a30554a2e308e31e66ff","1.03239118471","0.01","1e-10","0.3","0.999999","1e-06","1e-10","-63.6300667518871","-49.1548350613601"
"ID617","5f32f1f9f2bc330b8351c3dd","4.69117278543542","0.15","1e-10","0.042858","0.999999","1e-06","1e-10","-75.7005892724746","-60.165077518456"
"ID618","5f32f439eab77d0cb4bc38a5","4.69117278543542","0.15","1e-10","0.042858","0.999999","1e-06","1e-10","-70.501276653932","-54.9657648999133"
"ID619","5f32fa63575cf50db8d2cc90","4.69117278543542","0.15","1e-10","0.214286","0.999999","1e-06","1e-10","-60.7305854871357","-45.5480888190407"
"ID620","5f33cac684d9d9065dad86a8","4.69117278543542","0.29","1e-10","0.3","0.999999","1e-06","1e-10","-46.2700078257003","-31.2024164978247"
"ID621","5f3503018f696042ee147b91","2.20071021028099","0.01","1e-10","0.3","0.999999","1e-06","1e-10","-77.1390149464024","-62.1673059910753"
"ID622","5f355c9e7109cd4e6dd38250","4.69117278543542","0.43","1e-10","0.042858","0.999999","1e-06","1e-10","-54.2989504667483","-38.6906136870416"
"ID623","5f3570450db2f81214468db6","2.20071021028099","0.01","1e-10","0.085715","0.999999","1e-06","1e-10","-78.2625033693837","-63.0443712562571"
"ID624","5f382871f94c8830854a5bdb","2.20071021028099","0.01","1e-10","0.042858","0.999999","1e-06","1e-10","-80.2090323210179","-64.8290686848164"
"ID625","5f397d0428b373506d9a6fc7","2.20071021028099","0.15","1e-10","1e-06","0.999999","1e-06","1e-10","-60.9201545785151","-44.0100518808476"
"ID626","5f39a2fd2d394917284dd66f","2.20071021028099","0.15","1e-10","0.042858","0.999999","1e-06","1e-10","-53.8436108095834","-39.5889693834666"
"ID627","5f3a500d8741a5616ef6374e","4.69117278543542","0.15","1e-10","0.085715","0.999999","1e-06","1e-10","-61.3259751534854","-45.9522949225417"
"ID628","5f3ab128c4b6921312f28237","2.20071021028099","0.15","1e-10","1e-06","0.999999","1e-06","1e-10","-65.5376599821296","-48.6275572844622"
"ID629","5f3c36f298f6eb481d1bd2f4","2.20071021028099","0.15","1e-10","0.214286","0.999999","1e-06","1e-10","-49.5349598104459","-35.6333334702526"
"ID630","5f3d3d4f57b8fe07798fd8b3","4.69117278543542","0.15","1e-10","0.128572","0.999999","1e-06","1e-10","-61.0945219558083","-45.8102047562571"
"ID631","5f3e3c158d08ce0008cc9deb","4.69117278543542","0.15","1e-10","0.042858","0.999999","1e-06","1e-10","-63.4263197586907","-47.890808004672"
"ID632","5f3e72de0306de0838b6ec09","4.69117278543542","0.15","1e-10","0.042858","0.999999","1e-06","1e-10","-68.3480188039765","-52.8125070499578"
"ID633","5f404333140cfe16fe3c195c","1.03239118471","0.29","1e-10","1e-06","0.999999","1e-06","1e-10","-33.371668114747","-17.0177084271483"
"ID634","5f417faa35eb0a31e9dad9da","2.20071021028099","0.29","1e-10","1e-06","0.999999","1e-06","1e-10","-47.2875813913704","-30.4371444389716"
"ID635","5f4283d149962e4746b32a38","4.69117278543542","0.15","1e-10","0.171429","0.999999","1e-06","1e-10","-54.0023272969204","-38.7773224505901"
"ID636","5f438581427f575c562c573e","1.03239118471","0.01","1e-10","0.3","0.999999","1e-06","1e-10","-49.9049269975152","-35.4296953069882"
"ID637","5f46d480bf76700acde7784d","1.03239118471","0.01","1e-10","0.085715","0.999999","1e-06","1e-10","-67.5283754799966","-52.8067206316701"
"ID638","5f48b1cdd8963d367b20dee9","1.03239118471","0.01","1e-10","0.085715","0.999999","1e-06","1e-10","-62.2335425277272","-47.5118876794007"
"ID639","5f490c36e860a4403193a1ca","2.20071021028099","0.15","1e-10","0.042858","0.999999","1e-06","1e-10","-54.93099261045","-40.6763511843332"
"ID640","5f4a274f21ec8a5971fbb33f","1.03239118471","0.15","1e-10","0.042858","0.999999","1e-06","1e-10","-30.7156989805905","-16.9575348192738"
"ID641","5f4abba4eae118551d4dc244","4.69117278543542","0.15","1e-10","0.042858","0.999999","1e-06","1e-10","-74.3531208025988","-58.8176090485801"
"ID642","5f4b519ca3fbc100080a4a2f","2.20071021028099","0.15","1e-10","0.085715","0.999999","1e-06","1e-10","-41.4929512103917","-27.4001413073498"
"ID643","5f4b8e6bb7e5b374f9798c6d","2.20071021028099","0.01","1e-10","0.128572","0.999999","1e-06","1e-10","-78.0177015341267","-62.8889324523926"
"ID644","5f4ba7007200c9762cc4c708","2.20071021028099","0.01","1e-10","0.085715","0.999999","1e-06","1e-10","-79.3137564721286","-64.095624359002"
"ID645","5f4d3240377d051139514820","4.69117278543542","0.15","1e-10","0.042858","0.999999","1e-06","1e-10","-63.3699471625668","-47.8344354085481"
"ID646","5f4e117dbfcaa83f1b418976","4.69117278543542","0.29","1e-10","0.085715","0.999999","1e-06","1e-10","-51.6119516555262","-36.2979371698511"
"ID647","5f4ea2ec9ecd220c1fa71341","4.69117278543542","0.15","1e-10","0.257143","0.999999","1e-06","1e-10","-68.8871066167864","-53.736167819615"
"ID648","5f4f5d8a9468440009ed7a67","0.484312542963499","0.01","1e-10","0.042858","0.999999","1e-06","1e-10","-67.3459008223556","-52.6430973206267"
"ID649","5f4f69faf3505f0109ed9e75","4.69117278543542","0.15","1e-10","0.042858","0.999999","1e-06","1e-10","-72.1252726327626","-56.5897608787439"
"ID650","5f4fc5a17fc3a50dafd67169","2.20071021028099","0.01","1e-10","0.3","0.999999","1e-06","1e-10","-62.2747321974484","-47.3030232421213"
"ID651","5f507cd87b38b81fa565ea20","4.69117278543542","0.15","1e-10","0.042858","0.999999","1e-06","1e-10","-74.1218530392193","-58.5863412852006"
"ID652","5f50d6ff81dfe726a0f8343d","2.20071021028099","0.15","1e-10","0.042858","0.999999","1e-06","1e-10","-50.6544328515782","-36.3997914254614"
"ID653","5f50e3d60305bb088998b766","4.69117278543542","0.15","1e-10","0.042858","0.999999","1e-06","1e-10","-72.5373039275567","-57.001792173538"
"ID654","5f515531aa39c237f49f7ecf","1.03239118471","0.01","1e-10","0.3","0.999999","1e-06","1e-10","-55.7313155111731","-41.256083820646"
"ID655","5f5179be2213ce3c39045019","2.20071021028099","0.01","1e-10","0.085715","0.999999","1e-06","1e-10","-78.2850920075901","-63.0669598944635"
"ID656","5f5355baad423e66676c1bd3","1.03239118471","0.15","1e-10","1e-06","0.999999","1e-06","1e-10","-61.0190898430279","-44.6054644101606"
"ID657","5f55f193f3459e9b8c434f9d","2.20071021028099","0.29","1e-10","1e-06","0.999999","1e-06","1e-10","-55.428599022616","-38.5781620702172"
"ID658","5f5621a094f947a067745a4e","4.69117278543542","0.29","1e-10","0.171429","0.999999","1e-06","1e-10","-52.2415351028166","-37.076196001755"
"ID659","5f5668cf2db7050961fce434","2.20071021028099","0.01","1e-10","0.042858","0.999999","1e-06","1e-10","-80.8641119620576","-65.4841483258561"
"ID660","5f572d1df9f7d019f3e042d3","4.69117278543542","0.15","1e-10","0.042858","0.999999","1e-06","1e-10","-60.5902824331831","-45.0547706791644"
"ID661","5f57b64bfa53f7294eb06880","2.20071021028099","0.29","1e-10","0.042858","0.999999","1e-06","1e-10","-37.947549668096","-23.7525739872478"
"ID662","5f58e8f22846f809fda94bda","0.484312542963499","0.15","1e-10","0.042858","0.999999","1e-06","1e-10","-23.4265457334167","-9.84906444177238"
"ID663","5f58ef9874dddc0b064b50cc","4.69117278543542","0.15","1e-10","0.085715","0.999999","1e-06","1e-10","-54.2939074284667","-38.9202271975229"
"ID664","5f5907f245fc450e98b98aec","1.03239118471","0.01","1e-10","0.042858","0.999999","1e-06","1e-10","-71.8073338694963","-56.9238474980948"
"ID665","5f59132a01e50c10a2d3a64d","2.20071021028099","0.15","1e-10","0.042858","0.999999","1e-06","1e-10","-47.3581236484723","-33.1034822223555"
"ID666","5f59ea191a6180011ed70ef8","4.69117278543542","0.15","1e-10","0.042858","0.999999","1e-06","1e-10","-76.8072557555286","-61.2717440015099"
"ID667","5f5a3cf246d1420a931da3cb","4.69117278543542","0.29","1e-10","0.042858","0.999999","1e-06","1e-10","-58.2675865399337","-42.7917405311836"
"ID668","5f5a546a9aa6fd0df887cf62","1.03239118471","0.01","1e-10","0.042858","0.999999","1e-06","1e-10","-69.9104951293386","-55.0270087579371"
"ID669","5f5a807de06d3515fa8d18d7","4.69117278543542","0.15","1e-10","0.128572","0.999999","1e-06","1e-10","-64.5204722587947","-49.2361550592435"
"ID670","5f5bc8914f166135a9937add","4.69117278543542","0.15","1e-10","0.042858","0.999999","1e-06","1e-10","-66.5050998298797","-50.969588075861"
"ID671","5f5e5def0093336f7d377473","4.69117278543542","0.15","1e-10","0.128572","0.999999","1e-06","1e-10","-57.4935254844104","-42.2092082848591"
"ID672","5f5e6259d39af56ebae15055","2.20071021028099","0.15","1e-10","0.042858","0.999999","1e-06","1e-10","-50.0586717684584","-35.8040303423415"
"ID673","5f5e825dfbf10672eb6658f2","0.227199382119539","0.43","1e-10","0.3","0.999999","1e-06","1e-10","-40.2566870239757","-27.0567430795341"
"ID674","5f5f381a671929022832eef6","4.69117278543542","0.43","1e-10","0.3","0.999999","1e-06","1e-10","-61.082803245131","-45.8827211462988"
"ID675","5f5f4c36cc787c0009e4d19c","10","0.29","1e-10","0.3","0.999999","1e-06","1e-10","-71.0059459749732","-52.1814442947005"
"ID676","5f6090c94a605503233dd65d","2.20071021028099","0.43","1e-10","0.3","0.999999","1e-06","1e-10","-54.6524344145762","-40.7332226436458"
"ID677","5f61d3f558002d17d3729c45","2.20071021028099","0.01","1e-10","0.3","0.999999","1e-06","1e-10","-66.7841502825655","-51.8124413272384"
"ID678","5f61f1b0a760f01b705abdd3","2.20071021028099","0.15","1e-10","1e-06","0.999999","1e-06","1e-10","-61.4805310767519","-44.5704283790845"
"ID679","5f61f5de5de7611af9be165e","4.69117278543542","0.01","1e-10","0.042858","0.999999","1e-06","1e-10","-82.5639733753596","-65.9031394112562"
"ID680","5f61f7f59df6ca1bfe6a8a89","2.20071021028099","0.01","1e-10","0.3","0.999999","1e-06","1e-10","-74.2493675547357","-59.2776585994086"
"ID681","5f632eba01d0853da2464c44","4.69117278543542","0.15","1e-10","0.042858","0.999999","1e-06","1e-10","-68.6649126187384","-53.1294008647197"
"ID682","5f63505cdfc6934188269b3d","4.69117278543542","0.15","1e-10","0.042858","0.999999","1e-06","1e-10","-69.7722059817941","-54.2366942277754"
"ID683","5f63571470efad0009c8f1c7","4.69117278543542","0.15","1e-10","0.257143","0.999999","1e-06","1e-10","-49.7010915106684","-34.550152713497"
"ID684","5f64a1291888be0324446d78","2.20071021028099","0.01","1e-10","0.042858","0.999999","1e-06","1e-10","-80.5942683936105","-65.2143047574089"
"ID685","5f6639cfe9f1191e9fc18418","2.20071021028099","0.01","1e-10","0.171429","0.999999","1e-06","1e-10","-76.6373147830814","-61.5678580545682"
"ID686","5f666f67b647c2244363a64e","2.20071021028099","0.01","1e-10","0.3","0.999999","1e-06","1e-10","-77.9103676375922","-62.9386586822651"
"ID687","5f6715ea82fb7d302d0b6ae9","4.69117278543542","0.15","1e-10","0.042858","0.999999","1e-06","1e-10","-60.8378006560477","-45.3022889020291"
"ID688","5f687d93fd2d5b04432c4661","2.20071021028099","0.01","1e-10","0.085715","0.999999","1e-06","1e-10","-75.0049402957475","-59.7868081826209"
"ID689","5f688f49cd4c0e4e0a84d9be","4.69117278543542","0.15","1e-10","0.042858","0.999999","1e-06","1e-10","-75.074623361429","-59.5391116074103"
"ID690","5f689679cc2af84fa2c57263","10","0.43","1e-10","0.3","0.999999","1e-06","1e-10","-71.2530308188004","-52.2960383675711"
"ID691","5f68f392486ed60a895fca53","4.69117278543542","0.15","1e-10","0.042858","0.999999","1e-06","1e-10","-68.0099800754764","-52.4744683214577"
